station_code,station_name,latitude,longitude,tambon,amphoe,province,basin,sub_basin,left_bank_msl,right_bank_msl,ground_level_msl
WEI012,ท้ายฝายยางกะฮาด,15.638414,102.04003,กะฮาด,เนินสง่า,ชัยภูมิ,ชี,ลำน้ำชีส่วนที่ 2/2,,,
WEI021,เหนือฝายยางแก้งสนามนาง,15.790654,102.30441,โนนสำราญ,แก้งสนามนาง,นครราชสีมา,ชี,ลำน้ำชีส่วนที่ 2/2,,,
WEI022,ท้ายฝายยางแก้งสนามนาง,15.791181,102.30518,โนนสำราญ,แก้งสนามนาง,นครราชสีมา,ชี,ลำน้ำชีส่วนที่ 2/2,,,
WEI031,เหนือฝายชนบท,16.073935,102.49413,โนนพะยอม,ชนบท,ขอนแก่น,ชี,ลำน้ำชีส่วนที่ 3,,,
WEI032,ท้ายฝายชนบท,16.074396,102.49476,โนนพะยอม,ชนบท,ขอนแก่น,ชี,ลำน้ำชีส่วนที่ 3,,,
WEI041,เหนือฝายหนองหวาย,16.724548,102.80351,น้ำพอง,น้ำพอง,ขอนแก่น,ชี,ลำน้ำพองตอนล่างส่วนที่ 1,,,
WEI051,เหนือฝายมหาสารคาม,16.369139,102.947624,หนองบัว,โกสุมพิสัย,มหาสารคาม,ชี,ลำน้ำชีส่วนที่ 4/1,,,
WEI052,ท้ายฝายมหาสารคาม,16.36599,102.94977,หนองบัว,โกสุมพิสัย,มหาสารคาม,ชี,ลำน้ำชีส่วนที่ 4/1,,,
WEI061,เหนือฝายวังยาง,16.1994,103.472946,ลำชี,ฆ้องชัย,กาฬสินธุ์,ชี,ลำน้ำชีส่วนที่ 4/1,,,
WEI062,ท้ายฝายวังยาง,16.200172,103.473526,ลำชี,ฆ้องชัย,กาฬสินธุ์,ชี,ลำน้ำชีส่วนที่ 4/1,,,
WEI071,เหนือฝายร้อยเอ็ด,16.172606,103.78899,พระธาตุ,เชียงขวัญ,ร้อยเอ็ด,ชี,ลำน้ำชีส่วนที่ 4/2,,,
WEI072,ท้ายฝายร้อยเอ็ด,16.17223,103.78976,พระธาตุ,เชียงขวัญ,ร้อยเอ็ด,ชี,ลำน้ำชีส่วนที่ 4/2,,,
WEI081,เหนือฝายยโสธร,15.732544,104.1318,แสนสุข,พนมไพร,ร้อยเอ็ด,ชี,ลำน้ำชีตอนล่าง,,,
WEI091,เหนือฝายธาตุน้อย,15.31053,104.45604,สหธาตุ,เขื่องใน,อุบลราชธานี,ชี,ลำน้ำชีตอนล่าง,,,
WEI092,ท้ายฝายธาตุน้อย,15.310816,104.45696,สหธาตุ,เขื่องใน,อุบลราชธานี,ชี,ลำน้ำชีตอนล่าง,,,
WEI101,เหนือฝายหัวนา,15.13496,104.70208,หนองแก้ว,กันทรารมย์,ศรีสะเกษ,มูล,ลำน้ำมูลส่วนที่ 3/3,,,
WEI102,ท้ายฝายหัวนา,15.13441,104.70284,หนองแก้ว,กันทรารมย์,ศรีสะเกษ,มูล,ลำน้ำมูลส่วนที่ 3/3,,,
WEI111,เหนือฝายราษีไศล,15.344394,104.09881,บัวหุ่ง,ราษีไศล,ศรีสะเกษ,มูล,ลำน้ำมูลส่วนที่ 3/1,,,
WEI112,ท้ายฝายราษีไศล,15.344049,104.099304,บัวหุ่ง,ราษีไศล,ศรีสะเกษ,มูล,ลำน้ำมูลส่วนที่ 3/1,,,
WEI121,เหนือฝายยางบ้านตะลุง,15.293477,103.540474,หนองเรือ,ชุมพลบุรี,สุรินทร์,มูล,ลำน้ำมูลส่วนที่ 2/5,,,
WEI122,ท้ายฝายยางบ้านตะลุง,15.292877,103.54234,หนองเรือ,ชุมพลบุรี,สุรินทร์,มูล,ลำน้ำมูลส่วนที่ 2/5,,,
WEI131,เหนือฝายยางบ้านเขว้า,15.412002,103.10234,ปะเคียบ,คูเมือง,บุรีรัมย์,มูล,ลำน้ำมูลส่วนที่ 2/3,,,
WEI132,ท้ายฝายยางบ้านเขว้า,15.410986,103.10372,ปะเคียบ,คูเมือง,บุรีรัมย์,มูล,ลำน้ำมูลส่วนที่ 2/3,,,
WEI141,เหนือฝายชุมพวง,15.386625,102.71879,ชุมพวง,ชุมพวง,นครราชสีมา,มูล,ลำน้ำมูลตอนบนส่วนที่ 5,,,
WEI142,ท้ายฝายชุมพวง,15.386544,102.71913,ชุมพวง,ชุมพวง,นครราชสีมา,มูล,ลำน้ำมูลตอนบนส่วนที่ 5,,,
WEI151,เหนือฝายพิมาย,15.227765,102.50157,ในเมือง,พิมาย,นครราชสีมา,มูล,ลำน้ำมูลตอนบนส่วนที่ 5,,,
YOM001,ปง,19.14819,100.27747,ปง,ปง,พะเยา,ยม,แม่น้ำยมตอนบนส่วนที่ 2,292.936,294.528,287.474
YOM003,หนองม่วงไข่,18.265913,100.17704,น้ำรัด,หนองม่วงไข่,แพร่,ยม,แม่น้ำยมตอนกลางส่วนที่ 1,156.635,159.637,152.582
YOM004,เด่นชัย,18.020777,100.058784,เด่นชัย,เด่นชัย,แพร่,ยม,แม่น้ำยมตอนกลางส่วนที่ 2,147.617,149.273,136.017
YOM005,ศรีสัชนาลัย,17.517122,99.75878,หาดเสี้ยว,ศรีสัชนาลัย,สุโขทัย,ยม,แม่น้ำยมตอนล่างส่วนที่ 2,71.932,72.072,58.411
YOM006,สวรรคโลก,17.201874,99.86391,ท่าทอง,สวรรคโลก,สุโขทัย,ยม,แม่น้ำยมตอนล่างส่วนที่ 2,58.968,58.411,46.818
YOM007,กงไกรลาศ,16.927313,99.95931,กง,กงไกรลาศ,สุโขทัย,ยม,แม่น้ำยมตอนล่างส่วนที่ 4,45.385,44.87,33.37
YOM008,บางระกำ,16.708149,100.1718,บางระกำ,บางระกำ,พิษณุโลก,ยม,แม่น้ำยมตอนล่างส่วนที่ 5,41.202,41.22,29.4
YOM009,โพธิ์ประทับช้าง,16.31077,100.27177,โพธิ์ประทับช้าง,โพธิ์ประทับช้าง,พิจิตร,ยม,แม่น้ำยมตอนล่างส่วนที่ 5,34.787,36.235,26.165
YOM010,เมืองแพร่,18.133642,100.12457,ป่าแมต,เมืองแพร่,แพร่,ยม,แม่น้ำยมตอนกลางส่วนที่ 2,151.808,154.285,141.725
YOM011,งาว,18.760752,99.9726,หลวงใต้,งาว,ลำปาง,ยม,แม่น้ำงาว,274.553,275.379,267.594
YOM012,เมืองสุโขทัย,17.021278,99.81969,ธานี,เมืองสุโขทัย,สุโขทัย,ยม,แม่น้ำยมตอนล่างส่วนที่ 3,52.15,51.974,42.185
